"faction"#"name"#"x coordinate"#"y coordinate"#"Resource Value"
"Comstar"#"Terra"#0#0#10
"Federated Suns"#"Bremond"#391,72#59,2#0,5
"Federated Suns"#"Bristol"#179,69#-67,55#0,5
"Federated Suns"#"Broaddus"#469,18#56,33#0,5
"Federated Suns"#"Brockton"#536,73#-120,23#0,5
"Federated Suns"#"Brockway"#220,12#-359,12#0,5
"Federated Suns"#"Broken Wheel"#539,07#-175#0,5
"Federated Suns"#"Bromhead"#161,17#-380,77#0,5
"Federated Suns"#"Brookeland"#444,14#71,2#0,5
"Federated Suns"#"Brundage"#407,11#49,81#0,5
"Federated Suns"#"Brusett"#247,76#-330,96#0,5
"Federated Suns"#"Bryceland"#410,24#98,84#0,5
"Federated Suns"#"Cahokia"#291,31#-73,55#0,5
"Federated Suns"#"Caldwell"#334,35#-328,87#0,5
"Federated Suns"#"Cambiano"#354,69#-244,11#0,5
"Federated Suns"#"Cammal"#112,4#-166,39#0,5
"Federated Suns"#"Capac"#312,96#-56,85#0,5
"Federated Suns"#"Caph"#13,04#-0,52#0,5
"Federated Suns"#"Carmacks"#185,43#-238,89#0,5
"Federated Suns"#"Carmichael"#201,34#-352,08#0,5
"Federated Suns"#"Cartago"#141,09#-10,17#0,5
"Federated Suns"#"Caselton"#117,36#-35,99#0,5
"Federated Suns"#"Cassias"#320,52#80,59#0,5
"Federated Suns"#"Cerulean"#416,5#-81,37#0,5
"Federated Suns"#"Chakachamna"#302,53#-182,82#0,5
"Federated Suns"#"Chanute"#467,88#23,73#0,5
"Federated Suns"#"Chebanse"#227,16#-103,8#0,5
"Federated Suns"#"Chenier"#585,76#-41,73#0,5
"Federated Suns"#"Chesterton"#115,27#-72,24#0,5
"Federated Suns"#"Chirikof"#338,78#-235,5#0,5
"Federated Suns"#"Cholame"#204,21#-31,56#0,5
"Federated Suns"#"Choudrant"#339,04#56,59#0,5
"Federated Suns"#"Cimeron"#365,9#84,76#0,5
"Federated Suns"#"Clovis"#181,78#3,13#0,5
"Federated Suns"#"Cogdell"#526,56#-142,66#0,5
"Federated Suns"#"Cohagen"#375,55#-318,96#0,5
"Federated Suns"#"Cohay"#615,49#11,48#0,5
"Federated Suns"#"Colchester"#308#-13,56#0,5
"Federated Suns"#"Colia"#360,69#67,55#0,5
"Federated Suns"#"Coloma"#291,05#-73,55#0,5
"Federated Suns"#"Colorado"#347,65#-200,82#0,5
"Federated Suns"#"Conroe"#380,51#92,32#0,5
"Federated Suns"#"Corella"#143,44#-253,5#0,5
"Federated Suns"#"Corydon"#218,55#-39,12#0,5
"Federated Suns"#"Cotocallao"#146,05#-302,27#0,5
"Federated Suns"#"Courcellete"#142,92#-313,48#0,5
"Federated Suns"#"Covington"#342,69#-151#0,5
"Federated Suns"#"Crofton"#527,6#-78,76#0,5
"Federated Suns"#"Crossing"#255,58#47,73#0,5
"Federated Suns"#"Csomad"#431,1#-294,7#0,5
"Federated Suns"#"Cumberland"#208,9#-267,32#0,5
"Federated Suns"#"Dahar IV"#281,92#20,34#0,5
"Federated Suns"#"Damevang"#348,69#64,94#0,5
"Federated Suns"#"Daniels"#125,71#-198,21#0,5
"Federated Suns"#"Darwendale"#314,52#-265,23#0,5
"Federated Suns"#"David"#140,57#19,3#0,5
"Federated Suns"#"Davisville"#485,61#-27,64#0,5
"Federated Suns"#"De Berry"#450,66#63,11#0,5
"Federated Suns"#"Defiance"#428,76#-107,45#0,5
"Federated Suns"#"Deifenbaker"#200,03#-344,52#0,5
"Federated Suns"#"Delacambre"#544,55#4,96#0,5
"Federated Suns"#"Delavan"#272,28#-95,97#0,5
"Federated Suns"#"Delos IV"#618,88#60,51#0,5
"Federated Suns"#"Delphos"#322,61#-52,42#0,5
"Federated Suns"#"Demeter"#92,32#-70,16#0,5
"Federated Suns"#"Deneb Kaitos"#65,2#-13,04#0,5
"Federated Suns"#"Des Arc"#501#-84,24#0,5
"Federated Suns"#"Deshler"#216,99#75,11#0,5
"Federated Suns"#"DeWitt"#260,02#-21,91#0,5
"Federated Suns"#"Diboll"#479,61#67,81#0,5
"Federated Suns"#"Die Moot"#286,88#-305,4#0,5
"Federated Suns"#"Dobson"#206,03#26,6#0,5
"Federated Suns"#"Doneval II"#200,56#8,87#0,5
"Federated Suns"#"Dothan"#437,62#-135,36#0,5
"Federated Suns"#"Drienfontein"#273,58#-292,88#0,5
"Federated Suns"#"Ebro"#568,8#-130,66#0,5
"Federated Suns"#"Edwards"#133,27#-32,6#0,5
"Federated Suns"#"El Dorado"#268,88#-146,31#0,5
"Federated Suns"#"Elbar"#127,79#-8,08#0,5
"Federated Suns"#"Electra"#217,25#-325,22#0,5
"Federated Suns"#"ElidereIV"#282,45#76,68#0,5
"Federated Suns"#"Emerson"#171,87#-117,1#0,5
"Federated Suns"#"Emporia"#258,97#-6,52#0,5
"Federated Suns"#"Enchi"#297,05#-290,27#0,5
"Federated Suns"#"Errai"#52,68#4,43#0,5
"Federated Suns"#"Estuan"#399,55#-307,74#0,5
"Federated Suns"#"Euclid"#352,6#-71,2#0,5
"Federated Suns"#"Eustatius"#462,14#-200,29#0,5
"Federated Suns"#"Evansville"#296,27#-36,51#0,5
"Federated Suns"#"Exeter"#190,12#-8,08#0,5
"Federated Suns"#"Fairfax"#356,51#31,56#0,5
"Federated Suns"#"Fairfield"#289,49#46,16#0,5
"Federated Suns"#"Fallon II"#371,12#49,03#0,5
"Federated Suns"#"Farnsworth"#566,46#31,82#0,5
"Federated Suns"#"Farwell"#141,88#-80,33#0,5
"Federated Suns"#"Fetsund"#450,66#-243,07#0,5
"Federated Suns"#"Filtvelt"#511,17#-183,08#0,5
"Federated Suns"#"Fincastle"#326#-164,56#0,5
"Federated Suns"#"Firgrove"#252,19#-301,48#0,5
"Federated Suns"#"Flintoft"#193,25#-336,17#0,5
"Federated Suns"#"Flushing"#197,16#-65,2#0,5
"Federated Suns"#"Fomalhaut"#21,12#5,48#0,5
"Federated Suns"#"Fortymile"#195,34#-216,2#0,5
"Federated Suns"#"Franklin"#252,98#10,95#0,5
"Federated Suns"#"Frazer"#130,4#-336,43#0,5
"Federated Suns"#"Freisland"#237,07#-119,71#0,5
"Federated Suns"#"Fuveau"#444,4#-234,72#0,5
"Federated Suns"#"Galatia III"#91,54#14,87#0,5
"Federated Suns"#"Galax"#312,18#-125,18#0,5
"Federated Suns"#"Gallitzin"#132,75#-164,83#0,5
"Federated Suns"#"Galtor III"#195,86#73,81#0,5
"Federated Suns"#"Gambarare"#360,43#-272,28#0,5
"Federated Suns"#"Gambier"#385,2#-60,51#0,5
"Federated Suns"#"Gillingham"#505,17#-213,33#0,5
"Federated Suns"#"Glenmora"#287,92#53,46#0,5
"Federated Suns"#"Glentworth"#127,01#-320,52#0,5
"Federated Suns"#"Goderich"#145,79#-49,81#0,5
"Federated Suns"#"Goshen"#135,88#-95,45#0,5
"Federated Suns"#"Great Gorge"#497,08#-269,15#0,5
"Federated Suns"#"Greeley"#453,27#40,68#0,5
"Federated Suns"#"Gronholt"#470,22#-263,41#0,5
"Federated Suns"#"Grosvenor"#288,44#-226,64#0,5
"Federated Suns"#"Groveld III"#390,42#114,49#0,5
"Federated Suns"#"Gulkana"#356,77#-179,43#0,5
"Federated Suns"#"Gurnet"#93,37#-257,93#0,5
"Federated Suns"#"Gurrnazovo"#427,19#-242,8#0,5
"Federated Suns"#"Haappajarvi"#138,48#-242,8#0,5
"Federated Suns"#"Hadnall"#137,96#-264,97#0,5
"Federated Suns"#"Halloran V"#73,55#-77,2#0,5
"Federated Suns"#"Harira"#554,98#-101,45#0,5
"Federated Suns"#"Harpster"#215,16#83,2#0,5
"Federated Suns"#"Harrow's Sun"#264,19#71,72#0,5
"Federated Suns"#"Haynesville"#459,27#80,33#0,5
"Federated Suns"#"Hazelhurst"#554,98#65,98#0,5
"Federated Suns"#"Hean"#75,37#-14,6#0,5
"Federated Suns"#"Hecheng"#334,61#-265,49#0,5
"Federated Suns"#"Helen"#83,98#10,17#0,5
"Federated Suns"#"Hephzibah"#461,62#-169#0,5
"Federated Suns"#"Hickok"#436,06#-4,96#0,5
"Federated Suns"#"Hivrannee"#631,66#-6#0,5
"Federated Suns"#"Hobbs"#257,67#-246,2#0,5
"Federated Suns"#"Hobson"#215,94#-263,15#0,5
"Federated Suns"#"Hoff"#266,54#37,03#0,5
"Federated Suns"#"Hoonaar"#464,75#-267,32#0,5
"Federated Suns"#"Horsham"#156,74#-358,08#0,5
"Federated Suns"#"Hortense"#492,39#-145,79#0,5
"Federated Suns"#"Hoyleton"#510,65#-52,16#0,5
"Federated Suns"#"Humansville"#557,85#-32,6#0,5
"Federated Suns"#"Huron"#317,92#-72,5#0,5
"Federated Suns"#"Hyalite"#271,23#-357,3#0,5
"Federated Suns"#"Ikast"#102,23#-286,62#0,5
"Federated Suns"#"Imbrial III"#296,79#-49,81#0,5
"Federated Suns"#"Immenstadt"#82,93#-280,36#0,5
"Federated Suns"#"Ingenstrem"#320#-227,42#0,5
"Federated Suns"#"Inman"#560,98#7,3#0,5
"Federated Suns"#"Inner End"#592,54#75,89#0,5
"Federated Suns"#"Ipava"#261,32#-106,67#0,5
"Federated Suns"#"Islamabad"#324,44#-256,37#0,5
"Federated Suns"#"Jaboatao"#485,61#-213,86#0,5
"Federated Suns"#"Jaipur"#177,08#-282,71#0,5
"Federated Suns"#"Jesup"#504,91#-122,58#0,5
"Federated Suns"#"Johnsondale"#162,22#-23,21#0,5
"Federated Suns"#"Jonzac"#116,32#-300,18#0,5
"Federated Suns"#"June"#409,46#-266,54#0,5
"Federated Suns"#"Junior"#403,2#1,04#0,5
"Federated Suns"#"Kafr Silim"#119,71#-290,53#0,5
"Federated Suns"#"Kaguyak"#299,92#-238,11#0,5
"Federated Suns"#"Kaitangata"#233,68#-282,19#0,5
"Federated Suns"#"Kaiyuh"#365,64#-219,59#0,5
"Federated Suns"#"Kathil"#172,91#-149,96#0,5
"Federated Suns"#"Kawich"#54,25#-29,73#0,5
"Federated Suns"#"Kennard"#472,83#89,19#0,5
"Federated Suns"#"Kentares IV"#150,74#-13,3#0,5
"Federated Suns"#"Kentwood"#632,96#-20,34#0,5
"Federated Suns"#"Kesai IV"#373,47#106,67#0,5
"Federated Suns"#"Kestrel"#270,71#-47,2#0,5
"Federated Suns"#"Kettering"#450,66#-98,32#0,5
"Federated Suns"#"Keuterville"#276,71#-315,05#0,5
"Federated Suns"#"Keytesville"#378,42#-31,04#0,5
"Federated Suns"#"Kigamboni"#208,12#-250,63#0,5
"Federated Suns"#"Kilbourne"#576,89#44,08#0,5
"Federated Suns"#"Killarney"#405,8#-205,51#0,5
"Federated Suns"#"Kirbyville"#511,69#51,64#0,5
"Federated Suns"#"Kirklin"#280,88#-68,07#0,5
"Federated Suns"#"Kiserian"#288,44#-281,66#0,5
"Federated Suns"#"Kittery"#82,93#-225,85#0,5
"Federated Suns"#"Klathandu IV"#176,82#31,82#0,5
"Federated Suns"#"Kluane"#197,95#-201,08#0,5
"Federated Suns"#"Kotzebue"#319,48#-207,6#0,5
"Federated Suns"#"Kountze"#529,16#27,38#0,5
"Federated Suns"#"Lackland"#552,9#-175,26#0,5
"Federated Suns"#"Larned"#297,05#-23,21#0,5
"Federated Suns"#"Latexo"#396,42#81,11#0,5
"Federated Suns"#"Layover"#206,03#-20,08#0,5
"Federated Suns"#"Le Blanc"#208,9#18,52#0,5
"Federated Suns"#"Leamington"#356,77#-91,8#0,5
"Federated Suns"#"Lee"#117,88#-149,44#0,5
"Federated Suns"#"Leipsic"#310,61#-104,84#0,5
"Federated Suns"#"Lexington"#318,44#-22,95#0,5
"Federated Suns"#"Lihue"#427,97#-200,29#0,5
"Federated Suns"#"Lima"#237,85#54,51#0,5
"Federated Suns"#"Lindsay"#208,38#-353,12#0,5
"Federated Suns"#"Linneus"#454,31#-8,08#0,5
"Federated Suns"#"Listowel"#151,52#-68,07#0,5
"Federated Suns"#"Logandale"#144,48#-36,25#0,5
"Federated Suns"#"Lothair"#268,62#-340,08#0,5
"Federated Suns"#"Lucerne"#233,94#12,52#0,5
"Federated Suns"#"Lyceum"#432,41#76,68#0,5
"Federated Suns"#"Macintosh"#361,73#-267,32#0,5
"Federated Suns"#"Macomb"#344,52#-20,34#0,5
"Federated Suns"#"Maia"#216,46#-326#0,5
"Federated Suns"#"Malagrotta"#431,88#-273,58#0,5
"Federated Suns"#"Mallory's World"#112,4#6#0,5
"Federated Suns"#"Manapire"#83,2#-295,49#0,5
"Federated Suns"#"Manassas"#318,18#-123,36#0,5
"Federated Suns"#"Mandaree"#184,12#-311,66#0,5
"Federated Suns"#"Mansfield"#398,24#-63,11#0,5
"Federated Suns"#"Manteno"#190,91#-72,5#0,5
"Federated Suns"#"Mara"#122,84#8,87#0,5
"Federated Suns"#"Mararn"#531,25#-221,94#0,5
"Federated Suns"#"Marduk"#210,2#60,51#0,5
"Federated Suns"#"Marielund"#532,29#-207,86#0,5
"Federated Suns"#"Markesan"#223,51#-75,37#0,5
"Federated Suns"#"Marlette"#155,96#-44,86#0,5
"Federated Suns"#"Marodzi"#294,7#-276,97#0,5
"Federated Suns"#"Mauckport"#430,84#-53,72#0,5
"Federated Suns"#"Mayetta"#408,93#7,04#0,5
"Federated Suns"#"Maynard"#307,22#2,35#0,5
"Federated Suns"#"McComb"#224,29#58,16#0,5
"Federated Suns"#"McGehee"#333,3#75,63#0,5
"Federated Suns"#"McHenry"#181#-85,28#0,5
"Federated Suns"#"McRae"#558,11#-85,28#0,5
"Federated Suns"#"Meinrad"#396,16#-85,8#0,5
"Federated Suns"#"Mejicanos"#476,48#-183,34#0,5
"Federated Suns"#"Melcher"#370,6#38,86#0,5
"Federated Suns"#"Memphis"#567,24#-142,92#0,5
"Federated Suns"#"Mendham"#149,18#-347,91#0,5
"Federated Suns"#"Mentasta"#115,27#-239,41#0,5
"Federated Suns"#"Mermentau"#526,03#-39,64#0,5
"Federated Suns"#"Merope"#215,16#-326,26#0,5
"Federated Suns"#"Mesartim"#103,8#-55,03#0,5
"Federated Suns"#"Metter"#538,03#-98,84#0,5
"Federated Suns"#"Midale"#191,17#-365,38#0,5
"Federated Suns"#"Milligan"#479,35#39,12#0,5
"Federated Suns"#"Millray"#616,01#32,08#0,5
"Federated Suns"#"Minette"#475,18#-31,3#0,5
"Federated Suns"#"Mira"#104,32#-52,42#0,5
"Federated Suns"#"Mirach"#109,8#-27,12#0,5
"Federated Suns"#"Mirage"#479,35#15,65#0,5
"Federated Suns"#"Mokane"#430,84#-23,21#0,5
"Federated Suns"#"Molino"#464,48#-135,88#0,5
"Federated Suns"#"Monhegan"#117,1#-185,69#0,5
"Federated Suns"#"Monongahela"#166,39#-167,17#0,5
"Federated Suns"#"Monroe"#406,85#-45,12#0,5
"Federated Suns"#"Montcoal"#250,11#-169,78#0,5
"Federated Suns"#"Montour"#351,82#-331,48#0,5
"Federated Suns"#"Moravian"#110,06#-133,53#0,5
"Federated Suns"#"Mordialloc"#221,94#-265,76#0,5
"Federated Suns"#"Morrill"#399,55#32,08#0,5
"Federated Suns"#"Morven"#549,24#-148,4#0,5
"Federated Suns"#"Moultrie"#475,96#-172,13#0,5
"Federated Suns"#"Muskegon"#164,56#-99,89#0,5
"Federated Suns"#"Nagel"#475,18#6,52#0,5
"Federated Suns"#"Nahoni"#248,02#-200,29#0,5
"Federated Suns"#"Naka Pabni"#381,29#-294,18#0,5
"Federated Suns"#"Narellan"#172,13#-256,11#0,5
"Federated Suns"#"Necedah"#357,04#-8,08#0,5
"Federated Suns"#"Neosho"#554,72#-25,82#0,5
"Federated Suns"#"Neukirchen"#409,98#-249,32#0,5
"Federated Suns"#"New Aberdeen"#259,24#79,02#0,5
"Federated Suns"#"New Aragon"#70,16#-88,93#0,5
"Federated Suns"#"New Avalon"#269,15#-112,14#10
"Federated Suns"#"New Damascus"#276,45#-208,38#0,5
"Federated Suns"#"New Ivaarsen"#228,98#34,95#0,5
"Federated Suns"#"New Rhodes III"#103,28#-15,91#0,5
"Federated Suns"#"New Syrtis"#233,16#-298,88#0,5
"Federated Suns"#"New Valencia"#221,94#-29,47#0,5
"Federated Suns"#"Newton"#320,26#-30,77#0,5
"Federated Suns"#"Niles"#402,15#121,01#0,5
"Federated Suns"#"Niquinohomo"#411,28#-228,72#0,5
"Federated Suns"#"Nizina"#312,44#-230,29#0,5
"Federated Suns"#"Noatak"#333,82#-215,68#0,5
"Federated Suns"#"Nopah"#57,64#-33,9#0,5
"Federated Suns"#"Northfield"#281,92#-76,15#0,5
"Federated Suns"#"Northwind"#34,43#-2,87#0,5
"Federated Suns"#"Notwina"#297,57#-195,6#0,5
"Federated Suns"#"Novaya Zemlya"#182,3#-184,91#0,5
"Federated Suns"#"Numenor"#286,36#-108,49#0,5
"Federated Suns"#"Nunivak"#324,96#-189,86#0,5
"Federated Suns"#"O'Fallon"#316,35#-83,98#0,5
"Federated Suns"#"Odell"#252,72#-98,32#0,5
"Federated Suns"#"Offerman"#578,45#-52,68#0,5
"Federated Suns"#"Ogilvie"#197,69#-234,2#0,5
"Federated Suns"#"Okains"#243,33#-270,97#0,5
"Federated Suns"#"Okefenokee"#612,36#-68,07#0,5
"Federated Suns"#"Olancha"#168,74#-6,52#0,5
"Federated Suns"#"Olindo"#467,35#-236,81#0,5
"Federated Suns"#"Oltepesi"#254,8#-279,06#0,5
"Federated Suns"#"Orbisonia"#151,52#-156,48#0,5
"Federated Suns"#"Ottumwa"#402,15#33,64#0,5
"Federated Suns"#"Ozawa"#85,54#2,87#0,5
"Federated Suns"#"Pajarito"#484,04#77,98#0,5
"Federated Suns"#"Palmyra"#454,84#-26,08#0,5
"Federated Suns"#"Panpour"#345,56#-294,96#0,5
"Federated Suns"#"Parma"#363,03#-52,68#0,5
"Federated Suns"#"Pascagoula"#433,45#57,9#0,5
"Federated Suns"#"Pattison"#593,84#56,33#0,5
"Federated Suns"#"Pattonsbrug"#380,51#-6#0,5
"Federated Suns"#"Paulding"#307,74#-101,97#0,5
"Federated Suns"#"Peabody"#333,56#-23,73#0,5
"Federated Suns"#"Perdido"#450,66#-114,23#0,5
"Federated Suns"#"Perkasie"#131,96#-145#0,5
"Federated Suns"#"Petrolia"#310,87#-70,94#0,5
"Federated Suns"#"Pierce"#346,08#-313,22#0,5
"Federated Suns"#"Pitkin"#497,08#77,72#0,5
"Federated Suns"#"Pleiades Cluster"#218,29#-322,35#0,5
"Federated Suns"#"Plymouth"#347,12#-69,37#0,5
"Federated Suns"#"Point Barrow"#366,16#-130,92#0,5
"Federated Suns"#"Potwin"#310,35#-20,08#0,5
"Federated Suns"#"Princton"#417,02#26,6#0,5
"Federated Suns"#"Protection"#455,88#5,48#0,5
"Federated Suns"#"Quentin"#46,42#12,52#0,5
"Federated Suns"#"Quincy"#350,52#-34,16#0,5
"Federated Suns"#"Quittacas"#159,35#-221,68#0,5
"Federated Suns"#"Raman"#163#9,39#0,5
"Federated Suns"#"Ramona"#332#-38,6#0,5
"Federated Suns"#"Redfield"#141,35#-214,64#0,5
"Federated Suns"#"Redondo"#458,75#-215,46#0,5
"Federated Suns"#"Reisterstown"#318,44#-150,48#0,5
"Federated Suns"#"Remagen"#278,27#-157,52#0,5
"Federated Suns"#"Rentz"#575,59#-98,84#0,5
"Federated Suns"#"Ridgebrook"#203,16#-322,35#0,5
"Federated Suns"#"Rio"#96,24#-28,95#0,5
"Federated Suns"#"Robinson"#234,72#-6,52#0,5
"Federated Suns"#"Robsart"#172,39#-343,21#0,5
"Federated Suns"#"Rochester"#228,98#3,13#0,5
"Federated Suns"#"Rosamond"#180,21#-33,9#0,5
"Federated Suns"#"Rosepine"#589,41#-22,95#0,5
"Federated Suns"#"Rosiclare"#483,26#-47,73#0,5
"Federated Suns"#"Rowe"#336,17#48,51#0,5
"Federated Suns"#"Royal"#224,55#44,86#0,5
"Federated Suns"#"Royalston"#137,96#-226,11#0,5
"Federated Suns"#"Ruchbah"#57,9#-22,95#0,5
"Federated Suns"#"Sabanillas"#437,62#-177,87#0,5
"Federated Suns"#"Safe Port"#135,62#-289,49#0,5
"Federated Suns"#"Saffel"#25,82#12#0,5
"Federated Suns"#"Saginaw"#302,27#-96,5#0,5
"Federated Suns"#"Sakhara V"#279,06#34,43#0,5
"Federated Suns"#"Salem"#208,64#-162,48#0,5
"Federated Suns"#"Sanilac"#148,66#-59,46#0,5
"Federated Suns"#"Sauk City"#279,06#-3,13#0,5
"Federated Suns"#"Saunemin"#248,28#-56,85#0,5
"Federated Suns"#"Savonburg"#502,56#-15,65#0,5
"Federated Suns"#"Schedar"#118,92#-21,39#0,5
"Federated Suns"#"Scituate"#88,67#-221,94#0,5
"Federated Suns"#"Scudder"#197,95#-96,76#0,5
"Federated Suns"#"Sekulmun"#214,12#-222,2#0,5
"Federated Suns"#"Semichi"#302,27#-216,72#0,5
"Federated Suns"#"Shaunavon"#161,7#-326,26#0,5
"Federated Suns"#"Shawnee"#557,85#-65,98#0,5
"Federated Suns"#"Sherwood"#568,8#-119,71#0,5
"Federated Suns"#"Shoreham"#124,92#-219,59#0,5
"Federated Suns"#"Shubuta"#463,96#-124,4#0,5
"Federated Suns"#"Sirdar"#128,31#-312,18#0,5
"Federated Suns"#"Skepptana"#534,64#-192,73#0,5
"Federated Suns"#"Smolensk"#179,95#-130,92#0,5
"Federated Suns"#"Sodertalje"#498,39#-237,33#0,5
"Federated Suns"#"Sodus"#289,75#-65,72#0,5
"Federated Suns"#"Songgang"#330,69#-302,27#0,5
"Federated Suns"#"Sonnia"#124,66#-42,25#0,5
"Federated Suns"#"Sparrevohn"#346,86#-189,86#0,5
"Federated Suns"#"Spica"#93,37#-239,68#0,5
"Federated Suns"#"St. Robert"#437,36#-31,56#0,5
"Federated Suns"#"Steeles"#294,18#-143,18#0,5
"Federated Suns"#"Stein's Folly"#161,17#-202,12#0,5
"Federated Suns"#"Steinhatchee"#526,82#-97,8#0,5
"Federated Suns"#"Sterlington"#528,9#54,25#0,5
"Federated Suns"#"Stratford"#530,99#39,38#0,5
"Federated Suns"#"Strawn"#238,11#-91,28#0,5
"Federated Suns"#"Streator"#256,37#-76,41#0,5
"Federated Suns"#"Sturgis"#420,67#69,37#0,5
"Federated Suns"#"Sullivan"#416,76#-31,3#0,5
"Federated Suns"#"Sun Prairie"#328,09#29,21#0,5
"Federated Suns"#"Susulatna"#307,74#-187,25#0,5
"Federated Suns"#"Sylvan"#426,93#3,13#0,5
"Federated Suns"#"Sylvester"#366,68#-115,53#0,5
"Federated Suns"#"Symsonia"#491,09#-96,5#0,5
"Federated Suns"#"Talcott"#201,6#-124,92#0,5
"Federated Suns"#"Tallmadge"#278,53#42,25#0,5
"Federated Suns"#"Tancredi IV"#433,45#94,41#0,5
"Federated Suns"#"Tangipahoa"#594,62#-21,65#0,5
"Federated Suns"#"Tarkio"#320,26#0#0,5
"Federated Suns"#"Tatlawiksuk"#374,77#-191,95#0,5
"Federated Suns"#"Tawas"#136,92#-56,33#0,5
"Federated Suns"#"Taygeta"#200,03#-298,09#0,5
"Federated Suns"#"Tecumseh"#140,57#-105,88#0,5
"Federated Suns"#"Tegaldanas"#312,96#-282,19#0,5
"Federated Suns"#"Tentativa"#352,86#-304,88#0,5
"Federated Suns"#"Thibodaux"#581,32#-7,56#0,5
"Federated Suns"#"Tishomingo"#318,44#46,68#0,5
"Federated Suns"#"Tiskilwa"#215,68#-91,02#0,5
"Federated Suns"#"Torrence"#292,1#-131,96#0,5
"Federated Suns"#"Towne"#69,89#8,08#0,5
"Federated Suns"#"Tsamma"#451,97#-45,12#0,5
"Federated Suns"#"Udibi"#318,96#70,42#0,5
"Federated Suns"#"Ulan Batar"#126,23#-101,45#0,5
